pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-766 b,Kepler-766,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.10027804,0.00001640,-0.00001640,0,,,,,3.390,0.930,-0.400,0,0.302,0.083,-0.036,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5992.00,95.54,-140.96,0,1.15,0.31,-0.13,0,1.10,0.09,-0.07,0,0.090,0.148,-0.147,0,[Fe/H],4.36,0.09,-0.18,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m44.28s,293.1845144,+37d58m11.41s,37.9698357,2297.6200000,243.8550000,-243.8550000,15.8250000,0.1500000,-0.1500000,13.9940000,,,15.6480000,0.0006610,-0.0006610,2016-05-06 09:15:19,2016-05,2016-05-10
Kepler-768 b,Kepler-768,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.39100250,0.00007499,-0.00007499,0,,,,,1.790,0.200,-0.130,0,0.160,0.018,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5108.00,177.47,-165.03,0,0.78,0.05,-0.05,0,0.82,0.05,-0.05,0,-0.030,0.153,-0.168,0,[Fe/H],4.58,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m27.76s,294.1156858,+38d23m36.38s,38.3934378,784.5600000,19.2665000,-19.2665000,15.9690000,0.1150000,-0.1150000,13.5140000,0.0430000,-0.0430000,15.7232000,0.0005300,-0.0005300,2016-05-06 09:15:20,2016-05,2016-05-10
Kepler-77 b,Kepler-77,0,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.57878087,0.00000023,-0.00000023,0,0.045020,0.000630,-0.000650,0,10.761,0.179,-0.179,0,0.960,0.016,-0.016,0,165.90726,13.34886,-12.71320,0,0.52200,0.04200,-0.04000,0,Mass,0.079000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5520.00,60.00,-60.00,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0,0.200,0.050,-0.050,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.4110000,7.0550000,-7.0550000,14.1520000,0.0800000,-0.0800000,12.3610000,0.0180000,-0.0180000,13.9172000,0.0002030,-0.0002030,2019-03-18 15:04:41,2017-06,2019-03-21
Kepler-77 b,Kepler-77,0,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.57878055,0.00000016,-0.00000016,0,,,,,10.640,0.590,-0.530,0,0.949,0.053,-0.047,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5628.00,68.26,-57.98,0,1.00,0.06,-0.05,0,0.99,0.04,-0.03,0,0.160,0.097,-0.091,0,[Fe/H],4.44,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.4110000,7.0550000,-7.0550000,14.1520000,0.0800000,-0.0800000,12.3610000,0.0180000,-0.0180000,13.9172000,0.0002030,-0.0002030,2016-05-06 09:27:09,2016-05,2016-05-10
Kepler-77 b,Kepler-77,0,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,3.57878060,0.00000016,-0.00000016,0,0.047000,0.007000,-0.008000,0,10.760,0.560,-0.560,0,0.960,0.050,-0.050,0,225.65000,31.78000,-31.78000,0,0.71000,0.10000,-0.10000,0,Mass,,,,,,,,,,,,,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,5668.00,77.00,-77.00,0,0.99,0.05,-0.05,0,1.08,0.03,-0.03,0,0.430,0.100,-0.100,0,[M/H],4.48,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.4110000,7.0550000,-7.0550000,14.1520000,0.0800000,-0.0800000,12.3610000,0.0180000,-0.0180000,13.9172000,0.0002030,-0.0002030,2014-10-03,2014-11,2014-10-03
Kepler-77 b,Kepler-77,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,3.57878087,0.00000023,-0.00000023,0,0.045010,0.000630,-0.000630,0,10.761,0.179,-0.179,0,0.960,0.016,-0.016,0,136.66100,10.17000,-10.17000,0,0.43000,0.03200,-0.03200,0,Mass,0.000000,,,0,,,,,1440,100,-120,0,0,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,5520.00,60.00,-60.00,0,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0,0.200,0.050,-0.050,0,[M/H],4.42,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.4110000,7.0550000,-7.0550000,14.1520000,0.0800000,-0.0800000,12.3610000,0.0180000,-0.0180000,13.9172000,0.0002030,-0.0002030,2014-05-14,2013-09,2014-05-14
Kepler-771 b,Kepler-771,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.73485836,0.00004732,-0.00004732,0,,,,,1.820,0.310,-0.210,0,0.162,0.028,-0.019,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5906.00,145.88,-193.81,0,1.05,0.18,-0.11,0,1.03,0.08,-0.07,0,0.010,0.135,-0.169,0,[Fe/H],4.42,0.08,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.8500000,44.5950000,-44.5950000,14.9580000,0.0460000,-0.0460000,13.2020000,0.0280000,-0.0280000,14.7461000,0.0003470,-0.0003470,2016-05-06 09:15:23,2016-05,2016-05-10
Kepler-772 b,Kepler-772,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.99207337,0.00005428,-0.00005428,0,,,,,1.820,0.370,-0.240,0,0.162,0.033,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5714.00,67.61,-85.03,0,1.11,0.22,-0.15,0,0.98,0.04,-0.04,0,0.030,0.081,-0.096,0,[Fe/H],4.33,0.12,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m41.66s,291.4235820,+38d12m59.62s,38.2165603,1130.2100000,24.2200000,-24.2200000,14.1450000,0.1490000,-0.1490000,12.2990000,0.0260000,-0.0260000,13.9556000,0.0002160,-0.0002160,2016-05-06 09:15:24,2016-05,2016-05-10
Kepler-773 b,Kepler-773,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.74910006,0.00000714,-0.00000714,0,,,,,1.430,0.090,-0.070,0,0.128,0.008,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5850.00,76.73,-65.30,0,1.01,0.05,-0.04,0,1.04,0.04,-0.03,0,0.050,0.088,-0.086,0,[Fe/H],4.45,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.0260000,4.2750000,-4.2750000,13.3870000,0.1030000,-0.1030000,11.8880000,0.0200000,-0.0200000,13.2797000,0.0001950,-0.0001950,2016-05-06 09:15:25,2016-05,2016-05-10
Kepler-774 b,Kepler-774,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.08957230,0.00004373,-0.00004373,0,,,,,3.170,0.460,-0.540,0,0.283,0.041,-0.048,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6403.00,86.23,-76.70,0,2.42,0.34,-0.41,0,1.57,0.11,-0.14,0,0.040,0.076,-0.043,0,[Fe/H],3.87,0.12,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.65s,291.0318604,+38d12m42.82s,38.2118940,917.8040000,18.4805000,-18.4805000,12.8860000,0.0800000,-0.0800000,11.6400000,0.0200000,-0.0200000,12.7699000,0.0002410,-0.0002410,2016-05-06 09:15:25,2016-05,2016-05-10
Kepler-775 b,Kepler-775,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.97486893,0.00000080,-0.00000080,0,,,,,1.190,0.040,-0.040,0,0.106,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5468.00,67.97,-70.49,0,0.84,0.02,-0.02,0,0.92,0.03,-0.03,0,-0.040,0.103,-0.100,0,[Fe/H],4.56,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.6760000,2.1315000,-2.1315000,13.5640000,0.0800000,-0.0800000,11.7740000,0.0210000,-0.0210000,13.4673000,0.0001760,-0.0001760,2016-05-06 09:15:26,2016-05,2016-05-10
Kepler-776 b,Kepler-776,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.89718784,0.00001969,-0.00001969,0,,,,,1.280,0.110,-0.070,0,0.114,0.010,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5071.00,57.15,-86.62,0,0.78,0.04,-0.04,0,0.83,0.04,-0.04,0,0.050,0.157,-0.164,0,[Fe/H],4.58,0.02,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.9040000,13.8105000,-13.8105000,15.5620000,0.4120000,-0.4120000,13.3190000,0.0340000,-0.0340000,15.4200000,0.0004180,-0.0004180,2016-05-06 09:15:27,2016-05,2016-05-10
Kepler-777 b,Kepler-777,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.72812599,0.00002019,-0.00002019,0,,,,,1.470,0.080,-0.080,0,0.131,0.007,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4043.00,36.21,-34.40,0,0.56,0.02,-0.02,0,0.58,0.02,-0.03,0,-0.170,0.091,-0.111,0,[Fe/H],4.71,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.1060000,6.9065000,-6.9065000,16.1310000,0.2630000,-0.2630000,13.0460000,0.0210000,-0.0210000,15.9397000,0.0006770,-0.0006770,2016-05-06 09:15:27,2016-05,2016-05-10
Kepler-778 b,Kepler-778,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.75574426,0.00001083,-0.00001083,0,,,,,1.680,0.100,-0.130,0,0.150,0.009,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5102.00,71.96,-62.12,0,0.77,0.04,-0.05,0,0.81,0.04,-0.05,0,-0.090,0.147,-0.186,0,[Fe/H],4.58,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.1680000,27.0620000,-27.0620000,15.9590000,0.0800000,-0.0800000,13.7880000,0.0440000,-0.0440000,15.7514000,0.0004410,-0.0004410,2016-05-06 09:15:28,2016-05,2016-05-10
Kepler-780 b,Kepler-780,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.67737516,0.00000125,-0.00000125,0,,,,,0.890,0.090,-0.060,0,0.079,0.008,-0.005,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5769.00,62.55,-57.06,0,1.02,0.10,-0.06,0,1.01,0.03,-0.03,0,0.050,0.089,-0.092,0,[Fe/H],4.42,0.06,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.6520000,,,13.4640000,0.0920000,-0.0920000,11.8240000,0.0130000,-0.0130000,13.3393000,0.0011620,-0.0011620,2016-05-06 09:15:29,2016-05,2016-05-10
Kepler-781 b,Kepler-781,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.21407320,0.00003577,-0.00003577,0,,,,,2.890,0.490,-0.240,0,0.258,0.044,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5162.00,64.88,-64.49,0,0.78,0.04,-0.06,0,0.81,0.04,-0.05,0,-0.100,0.151,-0.199,0,[Fe/H],4.58,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.4700000,39.1100000,-39.1100000,16.2070000,0.1720000,-0.1720000,14.0490000,0.0550000,-0.0550000,15.9511000,0.0007350,-0.0007350,2016-05-06 09:15:30,2016-05,2016-05-10
Kepler-784 b,Kepler-784,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.59226460,0.00068090,-0.00068090,0,,,,,1.580,0.340,-0.320,0,0.141,0.030,-0.029,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5674.00,74.62,-83.91,0,1.32,0.28,-0.26,0,1.00,0.07,-0.05,0,0.070,0.088,-0.062,0,[Fe/H],4.19,0.17,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.7200000,20.7950000,-20.7950000,13.3920000,0.0920000,-0.0920000,11.6170000,0.0140000,-0.0140000,13.2634000,0.0001950,-0.0001950,2016-05-06 09:15:32,2016-05,2016-05-10
Kepler-785 b,Kepler-785,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.97376093,0.00000010,-0.00000010,0,,,,,13.020,0.440,-0.530,0,1.162,0.039,-0.047,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4739.00,115.49,-69.98,0,0.71,0.02,-0.03,0,0.77,0.03,-0.04,0,-0.020,0.131,-0.133,0,[Fe/H],4.62,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m16.39s,292.0683108,+38d50m31.92s,38.8422004,642.0510000,16.2320000,-16.2320000,16.3150000,0.1720000,-0.1720000,13.3810000,0.0380000,-0.0380000,15.7615000,0.0006720,-0.0006720,2016-05-06 09:15:33,2016-05,2016-05-10
Kepler-787 b,Kepler-787,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.92831050,0.00000220,-0.00000220,0,,,,,1.280,0.060,-0.070,0,0.114,0.005,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4248.00,40.90,-33.57,0,0.62,0.02,-0.02,0,0.65,0.03,-0.02,0,-0.090,0.105,-0.081,0,[Fe/H],4.67,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m46.19s,291.6924773,+38d34m22.48s,38.5729105,503.5680000,9.2435000,-9.2435000,16.6960000,1.1330000,-1.1330000,13.1050000,0.0330000,-0.0330000,15.8612000,0.0006000,-0.0006000,2016-05-06 09:15:34,2016-05,2016-05-10
Kepler-788 b,Kepler-788,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.39846269,0.00005719,-0.00005719,0,,,,,2.550,0.900,-0.400,0,0.227,0.080,-0.036,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6159.00,129.54,-186.01,0,1.23,0.39,-0.17,0,1.16,0.13,-0.10,0,0.050,0.126,-0.155,0,[Fe/H],4.32,0.10,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m00.10s,290.0004154,+38d32m23.48s,38.5398551,1775.8000000,99.9150000,-99.9150000,15.4500000,0.1490000,-0.1490000,13.8730000,0.0490000,-0.0490000,15.2595000,0.0004370,-0.0004370,2016-05-06 09:15:34,2016-05,2016-05-10
Kepler-789 b,Kepler-789,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.63847725,0.00003071,-0.00003071,0,,,,,2.120,0.420,-0.230,0,0.189,0.037,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5870.00,204.63,-120.74,0,1.02,0.20,-0.11,0,1.01,0.09,-0.07,0,-0.060,0.138,-0.199,0,[Fe/H],4.42,0.08,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m54.04s,295.9751549,+38d56m47.90s,38.9466396,1480.1600000,44.3650000,-44.3650000,14.7230000,0.1140000,-0.1140000,13.0050000,0.0300000,-0.0300000,14.5085000,0.0002850,-0.0002850,2016-05-06 09:15:35,2016-05,2016-05-10
Kepler-790 b,Kepler-790,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.73469807,0.00004026,-0.00004026,0,,,,,2.180,0.170,-0.140,0,0.194,0.015,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5208.00,139.26,-114.14,0,0.80,0.05,-0.05,0,0.84,0.04,-0.05,0,-0.050,0.141,-0.165,0,[Fe/H],4.56,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m40.12s,286.9171489,+38d52m19.96s,38.8722123,703.1680000,11.1285000,-11.1285000,15.5340000,0.1600000,-0.1600000,13.2480000,0.0300000,-0.0300000,15.1947000,0.0003870,-0.0003870,2016-05-06 09:15:35,2016-05,2016-05-10
Kepler-791 b,Kepler-791,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.55397590,0.00010020,-0.00010020,0,,,,,3.050,1.320,-0.700,0,0.272,0.118,-0.062,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6383.00,218.04,-160.88,0,1.47,0.61,-0.25,0,1.30,0.21,-0.12,0,0.060,0.135,-0.142,0,[Fe/H],4.21,0.12,-0.24,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m22.99s,293.5958044,+39d01m45.94s,39.0294267,1266.3400000,40.2750000,-40.2750000,14.4730000,0.1030000,-0.1030000,13.1580000,0.0330000,-0.0330000,14.3687000,0.0002540,-0.0002540,2016-05-06 09:15:36,2016-05,2016-05-10
