pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KOI-217 b,KOI-217,0,1,1,Transit,2010,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.90508198,0.00000021,-0.00000021,0,,,,,13.080,0.280,-0.250,0,1.167,0.025,-0.022,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5525.00,61.13,-58.24,0,0.88,0.02,-0.02,0,0.97,0.02,-0.02,0,0.120,0.077,-0.083,0,[Fe/H],4.53,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,914.6990000,17.1675000,-17.1675000,15.2570000,0.0690000,-0.0690000,13.4690000,0.0400000,-0.0400000,15.1013000,0.0004820,-0.0004820,2016-05-06 09:25:07,2016-05,2016-05-10
KOI-217 b,KOI-217,1,1,1,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,3.90512000,0.00005000,-0.00005000,0,0.047700,0.000700,-0.000700,0,12.442,0.224,-0.224,0,1.110,0.020,-0.020,0,,,,,,,,,,0.000000,,,0,,,,,,,,,1,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,5545.00,,,0,0.86,0.02,,0,0.95,0.05,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,914.6990000,17.1675000,-17.1675000,15.2570000,0.0690000,-0.0690000,13.4690000,0.0400000,-0.0400000,15.1013000,0.0004820,-0.0004820,2014-05-14,2010-12,2014-05-14
Kepler-1002 b,Kepler-1002,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.33642933,0.00000695,-0.00000695,0,,,,,1.710,0.060,-0.050,0,0.153,0.005,-0.004,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6144.00,47.25,-61.08,0,1.57,0.05,-0.04,0,1.22,0.05,-0.05,0,0.040,0.070,-0.057,0,[Fe/H],4.13,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m19.07s,293.0794629,+43d04m25.24s,43.0736770,408.3030000,,,11.8210000,0.0220000,-0.0220000,10.3740000,0.0210000,-0.0210000,11.6475000,0.0003230,-0.0003230,2016-05-06 09:17:40,2016-05,2016-05-10
Kepler-1003 b,Kepler-1003,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.55485691,0.00000671,-0.00000671,0,,,,,1.780,0.480,-0.220,0,0.159,0.043,-0.020,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6109.00,150.04,-195.29,0,1.17,0.32,-0.15,0,1.11,0.13,-0.08,0,0.010,0.140,-0.172,0,[Fe/H],4.35,0.09,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m04.90s,292.0204349,+44d52m34.47s,44.8762427,941.9020000,15.4545000,-15.4545000,14.1320000,0.0690000,-0.0690000,12.6230000,0.0280000,-0.0280000,14.0225000,0.0002250,-0.0002250,2016-05-06 09:17:41,2016-05,2016-05-10
Kepler-1004 b,Kepler-1004,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.28789787,0.00001198,-0.00001198,0,,,,,6.280,0.780,-0.440,0,0.560,0.070,-0.039,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4972.00,52.30,-39.52,0,3.39,0.28,-0.22,0,1.11,0.18,-0.12,0,-0.040,0.023,-0.031,0,[Fe/H],3.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m26.24s,297.3593427,+49d47m51.17s,49.7975464,1152.6800000,35.6700000,-35.6700000,13.7050000,0.0800000,-0.0800000,11.0600000,0.0140000,-0.0140000,13.3998000,0.0002720,-0.0002720,2016-05-06 09:17:41,2016-05,2016-05-10
Kepler-1005 b,Kepler-1005,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.49801525,0.00001320,-0.00001320,0,,,,,1.500,0.210,-0.150,0,0.134,0.019,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5782.00,68.03,-67.92,0,1.06,0.15,-0.10,0,1.00,0.04,-0.04,0,0.020,0.089,-0.103,0,[Fe/H],4.38,0.09,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,567.8060000,4.3890000,-4.3890000,13.3710000,0.1370000,-0.1370000,11.7180000,0.0140000,-0.0140000,13.1838000,0.0002400,-0.0002400,2016-05-06 09:17:42,2016-05,2016-05-10
Kepler-1006 b,Kepler-1006,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.76172042,0.00006670,-0.00006670,0,,,,,1.540,0.270,-0.140,0,0.137,0.024,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5328.00,180.84,-112.84,0,0.74,0.09,-0.06,0,0.78,0.07,-0.06,0,-0.400,0.237,-0.189,0,[Fe/H],4.59,0.04,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,,,,14.4670000,0.2060000,-0.2060000,12.5020000,0.0240000,-0.0240000,,,,2016-05-06 09:17:43,2016-05,2016-05-10
Kepler-1007 b,Kepler-1007,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.18500207,0.00000932,-0.00000932,0,,,,,1.440,0.070,-0.070,0,0.128,0.006,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4587.00,88.05,-98.48,0,0.70,0.03,-0.03,0,0.73,0.03,-0.04,0,0.030,0.152,-0.160,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m37.57s,295.9065297,+45d48m32.72s,45.8090893,,,,14.9810000,0.0340000,-0.0340000,12.2240000,0.0160000,-0.0160000,14.7347000,0.0009570,-0.0009570,2016-05-06 09:17:43,2016-05,2016-05-10
Kepler-1009 b,Kepler-1009,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.35011917,0.00002250,-0.00002250,0,,,,,2.170,0.270,-0.240,0,0.194,0.024,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4027.00,41.14,-36.46,0,0.57,0.02,-0.02,0,0.59,0.02,-0.03,0,-0.120,0.091,-0.107,0,[Fe/H],4.70,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m26.37s,282.8598614,+42d39m57.00s,42.6658336,355.0190000,8.1690000,-8.1690000,15.7580000,0.1030000,-0.1030000,12.3470000,0.0230000,-0.0230000,15.3014000,0.0004060,-0.0004060,2016-05-06 09:17:45,2016-05,2016-05-10
Kepler-1010 b,Kepler-1010,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,34.26857050,0.00011810,-0.00011810,0,,,,,2.320,0.440,-0.180,0,0.207,0.039,-0.016,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5253.00,67.75,-80.75,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0,-0.010,0.155,-0.164,0,[Fe/H],4.55,0.03,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m46.22s,289.1926026,+44d08m57.54s,44.1493165,579.2730000,7.1715000,-7.1715000,14.9640000,0.1830000,-0.1830000,12.7710000,0.0240000,-0.0240000,14.6875000,0.0002960,-0.0002960,2016-05-06 09:17:45,2016-05,2016-05-10
Kepler-1011 b,Kepler-1011,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.75322197,0.00000942,-0.00000942,0,,,,,2.870,0.290,-0.440,0,0.256,0.026,-0.039,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5416.00,95.50,-130.93,0,0.88,0.09,-0.05,0,0.91,0.04,-0.04,0,0.080,0.154,-0.161,0,[Fe/H],4.52,0.04,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m36.37s,297.4015491,+46d49m26.39s,46.8239976,736.7790000,12.8425000,-12.8425000,15.2940000,0.1260000,-0.1260000,13.3610000,0.0310000,-0.0310000,15.2028000,0.0006430,-0.0006430,2016-05-06 09:17:46,2016-05,2016-05-10
Kepler-1012 b,Kepler-1012,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.50860439,0.00001151,-0.00001151,0,,,,,1.290,0.080,-0.060,0,0.115,0.007,-0.005,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5556.00,77.89,-67.52,0,0.91,0.05,-0.04,0,0.95,0.03,-0.04,0,0.050,0.109,-0.102,0,[Fe/H],4.50,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m11.09s,289.2962253,+46d27m28.76s,46.4579889,411.0770000,2.3355000,-2.3355000,13.4860000,0.1140000,-0.1140000,11.6640000,0.0160000,-0.0160000,13.3154000,0.0002890,-0.0002890,2016-05-06 09:17:47,2016-05,2016-05-10
Kepler-1013 b,Kepler-1013,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.93054959,0.00004672,-0.00004672,0,,,,,2.150,0.360,-0.200,0,0.192,0.032,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4954.00,77.29,-81.88,0,0.76,0.03,-0.03,0,0.81,0.04,-0.04,0,0.040,0.150,-0.163,0,[Fe/H],4.59,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m59.54s,290.2481023,+44d26m07.06s,44.4352935,422.2460000,3.1345000,-3.1345000,14.5630000,0.1830000,-0.1830000,12.2890000,0.0190000,-0.0190000,14.4077000,0.0003860,-0.0003860,2016-05-06 09:17:47,2016-05,2016-05-10
Kepler-1014 b,Kepler-1014,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.57110363,0.00003817,-0.00003817,0,,,,,2.390,0.210,-0.250,0,0.213,0.019,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5388.00,68.87,-66.36,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,-0.060,0.151,-0.150,0,[Fe/H],4.54,0.04,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,624.8000000,6.5705000,-6.5705000,14.8660000,0.1720000,-0.1720000,12.8980000,0.0330000,-0.0330000,14.6265000,0.0003470,-0.0003470,2016-05-06 09:17:48,2016-05,2016-05-10
Kepler-1015 b,Kepler-1015,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.00494214,0.00004175,-0.00004175,0,,,,,3.550,1.320,-0.660,0,0.317,0.118,-0.059,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6769.00,136.36,-197.14,0,1.81,0.67,-0.34,0,1.49,0.22,-0.15,0,0.060,0.134,-0.151,0,[Fe/H],4.09,0.14,-0.21,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m01.75s,292.7573088,+43d25m36.64s,43.4268439,739.3570000,14.5080000,-14.5080000,12.8250000,0.0800000,-0.0800000,11.6840000,0.0190000,-0.0190000,12.7586000,0.0002490,-0.0002490,2016-05-06 09:17:49,2016-05,2016-05-10
Kepler-1017 b,Kepler-1017,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.23400469,0.00001433,-0.00001433,0,,,,,1.990,0.290,-0.120,0,0.178,0.026,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5473.00,93.16,-81.05,0,0.87,0.03,-0.03,0,0.93,0.04,-0.04,0,0.040,0.101,-0.105,0,[Fe/H],4.53,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m52.63s,283.4692990,+40d07m57.07s,40.1325185,552.0580000,4.5205000,-4.5205000,14.3150000,0.0920000,-0.0920000,12.3960000,0.0300000,-0.0300000,14.1153000,0.0002150,-0.0002150,2016-05-06 09:17:51,2016-05,2016-05-10
Kepler-1018 b,Kepler-1018,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,49.10135140,0.00018760,-0.00018760,0,,,,,2.580,0.300,-0.190,0,0.230,0.027,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5518.00,61.16,-57.64,0,0.88,0.10,-0.06,0,0.91,0.04,-0.06,0,-0.050,0.154,-0.183,0,[Fe/H],4.52,0.04,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,1010.0100000,24.5925000,-24.5925000,15.1030000,0.0580000,-0.0580000,13.3730000,0.0430000,-0.0430000,15.0142000,0.0003560,-0.0003560,2016-05-06 09:17:51,2016-05,2016-05-10
Kepler-1019 b,Kepler-1019,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.41122985,0.00000075,-0.00000075,0,,,,,1.460,0.050,-0.160,0,0.130,0.004,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4433.00,43.73,-45.09,0,0.67,0.02,-0.04,0,0.70,0.03,-0.05,0,0.010,0.175,-0.178,0,[Fe/H],4.64,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m52.22s,283.7175909,+47d12m15.77s,47.2043818,194.1820000,0.5085000,-0.5085000,13.8820000,0.0690000,-0.0690000,11.0030000,0.0170000,-0.0170000,13.5934000,0.0005390,-0.0005390,2016-05-06 09:17:51,2016-05,2016-05-10
Kepler-1021 b,Kepler-1021,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.47469571,0.00003210,-0.00003210,0,,,,,2.330,0.250,-0.180,0,0.208,0.022,-0.016,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5431.00,143.14,-143.99,0,0.86,0.09,-0.06,0,0.89,0.05,-0.05,0,-0.050,0.147,-0.170,0,[Fe/H],4.53,0.05,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m49.18s,295.2048999,+42d33m34.81s,42.5596699,810.0820000,19.2250000,-19.2250000,15.2070000,0.0800000,-0.0800000,13.3320000,0.0380000,-0.0380000,15.1734000,0.0006780,-0.0006780,2016-05-06 09:17:52,2016-05,2016-05-10
Kepler-1022 b,Kepler-1022,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.99469878,0.00001880,-0.00001880,0,,,,,2.360,0.080,-0.280,0,0.211,0.007,-0.025,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4445.00,49.47,-51.77,0,0.68,0.02,-0.03,0,0.71,0.03,-0.04,0,0.060,0.157,-0.175,0,[Fe/H],4.64,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m24.49s,289.3520595,+46d58m25.08s,46.9736345,420.0420000,5.5915000,-5.5915000,15.7580000,0.0800000,-0.0800000,12.8210000,0.0220000,-0.0220000,15.3772000,0.0004730,-0.0004730,2016-05-06 09:17:53,2016-05,2016-05-10
Kepler-1025 b,Kepler-1025,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,37.32294930,0.00013630,-0.00013630,0,,,,,1.980,0.410,-0.220,0,0.177,0.037,-0.020,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6089.00,102.40,-95.52,0,1.13,0.23,-0.12,0,1.09,0.08,-0.07,0,-0.030,0.145,-0.181,0,[Fe/H],4.37,0.08,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.7760000,25.0750000,-25.0750000,13.6950000,0.0800000,-0.0800000,12.2170000,0.0220000,-0.0220000,13.5557000,0.0002690,-0.0002690,2016-05-06 09:17:54,2016-05,2016-05-10
Kepler-1026 b,Kepler-1026,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,36.51560530,0.00010370,-0.00010370,0,,,,,2.210,0.330,-0.150,0,0.197,0.029,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4948.00,85.79,-89.37,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,-0.020,0.151,-0.167,0,[Fe/H],4.59,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.2390000,2.5780000,-2.5780000,14.4630000,0.0920000,-0.0920000,12.0770000,0.0270000,-0.0270000,14.2019000,0.0004730,-0.0004730,2016-05-06 09:17:55,2016-05,2016-05-10
Kepler-1028 b,Kepler-1028,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.51462432,0.00000495,-0.00000495,0,,,,,1.330,0.150,-0.110,0,0.119,0.013,-0.010,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5522.00,102.65,-78.23,0,0.87,0.10,-0.07,0,0.90,0.05,-0.06,0,-0.090,0.166,-0.195,0,[Fe/H],4.52,0.05,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m22.34s,289.5931004,+49d46m52.48s,49.7812447,607.9160000,6.4010000,-6.4010000,14.6110000,0.0920000,-0.0920000,12.6300000,0.0230000,-0.0230000,14.3098000,0.0002710,-0.0002710,2016-05-06 09:17:55,2016-05,2016-05-10
